"timestamp","symbol","open","high","low","close","trades","volume","vwap","lastSize","turnover","homeNotional","foreignNotional"
"2017-09-14T09:00:00.000Z","XBTZ17",3900,4199.5,3712.7,3880,70,58708,3868.1727,3218,1517732387,15.17732387,58708
"2017-09-14T10:00:00.000Z","XBTZ17",3880,3892,3812,3813.2,47,138266,3826.5794,2000,3613423790,36.13423790000001,138266
"2017-09-14T11:00:00.000Z","XBTZ17",3813.2,3859.9,3751.6,3838,34,59126,3810.1044,100,1551844622,15.518446219999996,59126
"2017-09-14T12:00:00.000Z","XBTZ17",3838,3762.1,3512,3600,273,952224,3678.3639,2653,25887472374,258.87472374,952224
"2017-09-14T13:00:00.000Z","XBTZ17",3600,3895.4,3456,3509.1,142,629975,3575.5149,1000,17619218057,176.19218057,629975
"2017-09-14T14:00:00.000Z","XBTZ17",3509.1,3602.9,3450,3550.7,140,481753,3529.9516,2,13647770048,136.47770048000004,481753
"2017-09-14T15:00:00.000Z","XBTZ17",3550.7,3650,3487.4,3602.2,109,754844,3623.1884,1020,20834274802,208.34274801999993,754844
"2017-09-14T16:00:00.000Z","XBTZ17",3602.2,3649,3550,3634.5,88,308638,3593.3738,881,8589275344,85.89275343999999,308638
"2017-09-14T17:00:00.000Z","XBTZ17",3634.5,3634.5,3500,3524.9,97,1921115,3571.6837,12345,53788908437,537.88908437,1921115
"2017-09-14T18:00:00.000Z","XBTZ17",3524.9,3524.5,3391.4,3391.4,154,724726,3443.1705,2500,21048877855,210.48877855000003,724726
"2017-09-14T19:00:00.000Z","XBTZ17",3391.4,3608.7,3275.5,3480.3,493,4726566,3330.4469,3,141922375528,1419.2237552800002,4726566
"2017-09-14T20:00:00.000Z","XBTZ17",3480.3,3525.1,3446.3,3460,150,1015443,3487.4799,25,29116940267,291.16940267,1015443
"2017-09-14T21:00:00.000Z","XBTZ17",3460,3499,3419.7,3475,73,464926,3456.7389,1700,13449867146,134.49867146,464926
"2017-09-14T22:00:00.000Z","XBTZ17",3475,3473,3310,3368,72,553535,3393.8571,100,16309983632,163.09983632,553535
"2017-09-14T23:00:00.000Z","XBTZ17",3368,3420,3285.4,3419.3,120,234383,3361.0056,5,6973702693,69.73702693,234383
"2017-09-15T00:00:00.000Z","XBTZ17",3419.3,3489.7,3320,3365,199,617867,3403.2126,5,18155465444,181.55465443999995,617867
"2017-09-15T01:00:00.000Z","XBTZ17",3365,3540,3300,3500,385,1647482,3455.3056,3120,47680865566,476.80865566,1647482
"2017-09-15T02:00:00.000Z","XBTZ17",3500,3611,3425,3539.5,198,340317,3520.0113,5000,9668297102,96.68297101999998,340317
"2017-09-15T03:00:00.000Z","XBTZ17",3539.5,3597.2,3500,3500,119,144960,3544.2141,50,4090180679,40.901806789999995,144960
"2017-09-15T04:00:00.000Z","XBTZ17",3500,3530.8,3426.5,3478.1,101,88562,3486.2641,96,2540356842,25.40356842,88562
"2017-09-15T05:00:00.000Z","XBTZ17",3478.1,3478,3401.8,3429.6,50,82477,3443.7633,810,2394986512,23.949865119999995,82477
"2017-09-15T06:00:00.000Z","XBTZ17",3429.6,3409.2,3380,3380,97,225198,3386.6161,3000,6649808236,66.49808236,225198
"2017-09-15T07:00:00.000Z","XBTZ17",3380,3400.4,3235.1,3235.1,250,396653,3318.5107,49,11953054598,119.53054598,396653
"2017-09-15T08:00:00.000Z","XBTZ17",3235.1,3268.3,3131.2,3202,482,1286724,3187.0478,10,40374260186,403.7426018600001,1286724
"2017-09-15T09:00:00.000Z","XBTZ17",3202,3269.4,3112.9,3201,470,2324804,3178.8416,50,73133922090,731.3392209,2324804
"2017-09-15T10:00:00.000Z","XBTZ17",3201,3242.9,3085,3100.2,602,1048393,3146.3361,100,33321666797,333.21666797000006,1048393
"2017-09-15T11:00:00.000Z","XBTZ17",3100.2,3240,3063.4,3066,1869,1319079,3143.6655,1642,41960637565,419.60637564999985,1319079
"2017-09-15T12:00:00.000Z","XBTZ17",3066,3134.2,3010,3071,960,2458949,3070.8758,700,80073748593,800.7374859299998,2458949
