"timestamp","symbol","open","high","low","close","trades","volume","vwap","lastSize","turnover","homeNotional","foreignNotional"
"2021-01-01T00:00:00.000Z","XBTM21",30690,31226,29438.5,30409.5,12813,26849675,30432.1363,340,88244343090,882.4434308999995,26849675
"2021-01-02T00:00:00.000Z","XBTM21",30409.5,31384.5,30100,30869.5,14341,24393013,30797.6594,184,79213911280,792.1391128000007,24393013
"2021-01-03T00:00:00.000Z","XBTM21",30869.5,35400,30373.5,34182.5,24904,73552391,33255.7366,23,221205044002,2212.0504400199993,73552391
"2021-01-04T00:00:00.000Z","XBTM21",34182.5,37036,33985,35379.5,39820,101736827,35945.363,5000,283055862831,2830.558628309993,101736827
"2021-01-05T00:00:00.000Z","XBTM21",35379.5,36000,29051,34084,48659,114880780,33057.8512,4901,347560985651,3475.6098565099924,114880780
"2021-01-06T00:00:00.000Z","XBTM21",34084,36754.5,31866.5,36264.5,26819,59525581,34352.4562,5000,173307057604,1733.070576040002,59525581
"2021-01-07T00:00:00.000Z","XBTM21",36264.5,39791,35525,39580,41915,93154020,37579.8572,9386,247909122362,2479.0912236200006,93154020
"2021-01-08T00:00:00.000Z","XBTM21",39580,43450,38911.5,42466.5,42717,117078158,40933.2788,541,286115513547,2861.1551354699995,117078158
"2021-01-09T00:00:00.000Z","XBTM21",42466.5,45381,39010.5,43393,39782,122056862,42771.5997,891,285371296641,2853.712966409999,122056862
"2021-01-10T00:00:00.000Z","XBTM21",43393,44108,41468,42705.5,29500,68846899,42992.2614,1000,160186990678,1601.8699067800023,68846899
"2021-01-11T00:00:00.000Z","XBTM21",42705.5,44297,37256,40592.5,44510,112637157,41135.3353,3224,273912238439,2739.122384390003,112637157
"2021-01-12T00:00:00.000Z","XBTM21",40592.5,40647.5,32252,37362,72246,252540484,35752.5921,530,706379995725,7063.799957250002,252540484
"2021-01-13T00:00:00.000Z","XBTM21",37362,38933,34505,36160,25863,94385235,36859.5651,5000,256144530712,2561.4453071200014,94385235
"2021-01-14T00:00:00.000Z","XBTM21",36160,40100,34231,39760,19247,74576111,36724.2012,2860,203139570635,2031.3957063500002,74576111
"2021-01-15T00:00:00.000Z","XBTM21",39760,42979.5,39146.5,41902,27823,95174098,41511.0004,5000,229318048677,2293.18048677001,95174098
"2021-01-16T00:00:00.000Z","XBTM21",41902,42580,36377,39082,22144,87466418,39666.7989,6000,220545996937,2205.45996937,87466418
"2021-01-17T00:00:00.000Z","XBTM21",39082,40445,37574,38219,15448,48454722,39200.3136,5000,123651617220,1236.5161721999991,48454722
"2021-01-18T00:00:00.000Z","XBTM21",38219,39200,35744.5,38137.5,10471,35763459,37453.1835,5818,95509790269,955.0979026899997,35763459
"2021-01-19T00:00:00.000Z","XBTM21",38137.5,40024,36800.5,39162,11532,29625031,38535.6455,90,76884967006,768.849670060001,29625031
"2021-01-20T00:00:00.000Z","XBTM21",39162,40875,38174,38278,15394,47212989,39745.628,5000,118808578707,1188.0857870699997,47212989
"2021-01-21T00:00:00.000Z","XBTM21",38278,38882.5,34855,37502.5,22480,52693452,36791.7586,5000,143272608161,1432.7260816099945,52693452
"2021-01-22T00:00:00.000Z","XBTM21",37502.5,37657.5,31117,32025.5,21031,84556812,33829.4993,5000,250002243619,2500.0224361899986,84556812
"2021-01-23T00:00:00.000Z","XBTM21",32025.5,41110,30000,34489,32207,137870367,32605.1516,500,422865597900,4228.655979000002,137870367
"2021-01-24T00:00:00.000Z","XBTM21",34489,35158.5,32899,33607.5,9638,34397059,33967.3913,1,101297713310,1012.9771330999997,34397059
"2021-01-25T00:00:00.000Z","XBTM21",33607.5,34928,32387,33881.5,5081,23406861,33749.5781,5000,69374781584,693.7478158400003,23406861
"2021-01-26T00:00:00.000Z","XBTM21",33881.5,36850.5,33478.5,33812.5,10087,43787434,35323.2073,5000,124001630751,1240.0163075100002,43787434
"2021-01-27T00:00:00.000Z","XBTM21",33812.5,34424.5,31900,33808,16557,59627508,33189.5121,6700,179661348980,1796.6134898000003,59627508
"2021-01-28T00:00:00.000Z","XBTM21",33808,33870,30000,31362.5,18563,61305327,31867.4315,313,192420398893,1924.2039889300008,61305327
"2021-01-29T00:00:00.000Z","XBTM21",31362.5,35045,30777,34584.5,14310,53673062,32938.0764,16074,162964081130,1629.6408113000011,53673062
"2021-01-30T00:00:00.000Z","XBTM21",34584.5,41150,33285.5,36056,38233,165645201,37271.7108,5000,444570659204,4445.706592040005,165645201
"2021-01-31T00:00:00.000Z","XBTM21",36056,36690.5,34000,35796,11855,38699023,35385.7042,1,109381881156,1093.8188115599996,38699023
"2021-02-01T00:00:00.000Z","XBTM21",35796,35823.5,33373.5,34482,7768,27619982,34722.2222,900,79567859608,795.6785960800003,27619982
"2021-02-02T00:00:00.000Z","XBTM21",34482,36400,33586.5,35023,13613,58617259,35460.9929,1250,165303504054,1653.03504054,58617259
"2021-02-03T00:00:00.000Z","XBTM21",35023,38175.5,34946,37590,15651,53018743,36832.4125,570,143963940724,1439.6394072399987,53018743
"2021-02-04T00:00:00.000Z","XBTM21",37590,40160,37488.5,40135,12820,56231016,39138.9432,100,143695758166,1436.9575816599997,56231016
"2021-02-05T00:00:00.000Z","XBTM21",40135,41416.5,38455,39340.5,15987,51133012,39904.2298,6044,128146134113,1281.4613411300008,51133012
"2021-02-06T00:00:00.000Z","XBTM21",39340.5,41007,38908.5,40714,7362,26548164,40144.5203,10,66157907658,661.5790765800004,26548164
"2021-02-07T00:00:00.000Z","XBTM21",40714,43800,40700,42044.5,15488,61672942,42535.0915,5000,145030973170,1450.3097317000008,61672942
"2021-02-08T00:00:00.000Z","XBTM21",42044.5,42532.5,39250,40933,17613,50186520,40766.4085,100,123118567699,1231.1856769900023,50186520
