"timestamp","symbol","open","high","low","close","trades","volume","vwap","lastSize","turnover","homeNotional","foreignNotional"
"2019-06-15T00:00:00.000Z","XBTZ19",8500,8809.5,8240,8754,4860,14923410,8452.3709,8000,176563539871,1765.6353987099994,14923410
"2019-06-16T00:00:00.000Z","XBTZ19",8754,9078,8691.5,9035.5,6888,12550584,8855.8271,2217,141724868578,1417.2486857800004,12550584
"2019-06-17T00:00:00.000Z","XBTZ19",9035.5,9627.5,8966.5,9245,13747,31200814,9365.9268,6000,333131477914,3331.314779139998,31200814
"2019-06-18T00:00:00.000Z","XBTZ19",9245,9730.5,9207,9600,12045,27335479,9433.9623,612,289769669197,2897.6966919699994,27335479
"2019-06-19T00:00:00.000Z","XBTZ19",9600,9615.5,9160,9333,13190,24325051,9343.1748,74,260373537843,2603.7353784299976,24325051
"2019-06-20T00:00:00.000Z","XBTZ19",9333,9582.5,9290,9550,8954,12827248,9403.7991,50,136417351130,1364.1735112999997,12827248
"2019-06-21T00:00:00.000Z","XBTZ19",9550,9941,9500,9799,12468,23701071,9653.4415,340,245534363253,2455.3436325300017,23701071
"2019-06-22T00:00:00.000Z","XBTZ19",9799,10694,9799,10617.5,20481,33660768,10169.8363,300,331017970839,3310.179708389999,33660768
"2019-06-23T00:00:00.000Z","XBTZ19",10617.5,11829,10454,11300.5,32129,78871701,11200.7168,873,704179725281,7041.797252809996,78871701
"2019-06-24T00:00:00.000Z","XBTZ19",11300.5,12050,11180,11475.5,28509,49612798,11516.7569,1000,430821622236,4308.216222360003,49612798
"2019-06-25T00:00:00.000Z","XBTZ19",11475.5,11710,11073.5,11705,29232,65039703,11352.0263,1000,572999198530,5729.991985299992,65039703
"2019-06-26T00:00:00.000Z","XBTZ19",11705,12394.5,11638,12377.5,28978,64137024,11954.5726,479,536537552329,5365.3755232899985,64137024
"2019-06-27T00:00:00.000Z","XBTZ19",12377.5,14600,12101,13723,53744,144735865,13241.5254,8521,1093134316013,10931.343160129982,144735865
"2019-06-28T00:00:00.000Z","XBTZ19",13723,14092,10608.5,11627.5,62736,167380551,12118.2744,124,1381319211392,13813.192113919924,167380551
"2019-06-29T00:00:00.000Z","XBTZ19",11627.5,12950,11194.5,12854.5,59380,124531257,12187.6904,4,1021809791830,10218.09791829999,124531257
"2019-06-30T00:00:00.000Z","XBTZ19",12854.5,12871.5,11825,12276.5,46873,79038087,12304.6635,100,642377301703,6423.773017029997,79038087
"2019-07-01T00:00:00.000Z","XBTZ19",12276.5,12751.5,10999.5,11099.5,49164,91359528,11779.9505,200,775556516541,7755.565165409999,91359528
"2019-07-02T00:00:00.000Z","XBTZ19",11099.5,11565.5,10185,10920,48333,83127179,10920.6072,40,761197417229,7611.974172290009,83127179
"2019-07-03T00:00:00.000Z","XBTZ19",10920,11350,9940.5,11254.5,54400,111125969,10571.9421,496,1051182768420,10511.827684199994,111125969
"2019-07-04T00:00:00.000Z","XBTZ19",11254.5,12422,11254.5,12390.5,47174,95553407,11810.5586,1810,809101443391,8091.014433909981,95553407
"2019-07-05T00:00:00.000Z","XBTZ19",12390.5,12455,11459.5,11569,35907,71424141,12105.072,1000,590065025143,5900.650251430004,71424141
"2019-07-06T00:00:00.000Z","XBTZ19",11569,11854,11135,11343.5,32855,69249661,11482.3746,1000,603162520533,6031.625205330002,69249661
"2019-07-07T00:00:00.000Z","XBTZ19",11343.5,12133.5,11331,11698,24110,45696903,11817.5372,20,386696391201,3866.963912010002,45696903
"2019-07-08T00:00:00.000Z","XBTZ19",11698,12100.5,11452,11939.5,20300,37734864,11742.6022,399,321353418203,3213.5341820299986,37734864
"2019-07-09T00:00:00.000Z","XBTZ19",11939.5,13050,11817,12970,26756,58764835,12500,660,470175374347,4701.75374347001,58764835
"2019-07-10T00:00:00.000Z","XBTZ19",12970,13472,12684.5,13232,32592,67308833,13161.3583,7120,511448968782,5114.489687819996,67308833
"2019-07-11T00:00:00.000Z","XBTZ19",13232,13958,12063,12640,54019,132367548,13058.2397,1000,1013698144085,10136.981440850026,132367548
"2019-07-12T00:00:00.000Z","XBTZ19",12640,12641,11210,11705,47077,98053669,11910.4335,23199,823351469572,8233.514695720005,98053669
"2019-07-13T00:00:00.000Z","XBTZ19",11705,12307.5,11464,12169,32920,50614759,11910.4335,39,424965582392,4249.655823919998,50614759
"2019-07-14T00:00:00.000Z","XBTZ19",12169,12206.5,11033,11676,43257,51628975,11587.4855,5,445561728409,4455.617284090006,51628975
"2019-07-15T00:00:00.000Z","XBTZ19",11676,11757.5,10220,10311,46664,111469057,10814.3182,1324,1030862554842,10308.625548420006,111469057
"2019-07-16T00:00:00.000Z","XBTZ19",10311,11343,10000,11047.5,41969,74473479,10560.7773,95,705203704002,7052.037040019984,74473479
"2019-07-17T00:00:00.000Z","XBTZ19",11047.5,11241,9371,9440,51854,114079369,9968.1021,40,1144507998703,11445.07998702998,114079369
"2019-07-18T00:00:00.000Z","XBTZ19",9440,10138,9133.5,9806.5,46642,92920973,9640.4126,245,963924311274,9639.243112740016,92920973
"2019-07-19T00:00:00.000Z","XBTZ19",9806.5,11039,9450.5,10863,45855,79477975,10277.4923,810,773346735818,7733.46735817998,79477975
"2019-07-20T00:00:00.000Z","XBTZ19",10863,11017.5,10317,10772,31384,59345441,10656.4365,1000,556906067676,5569.060676760004,59345441
"2019-07-21T00:00:00.000Z","XBTZ19",10772,11327,10595.5,10957,21895,47963925,10948.106,500,438109504520,4381.095045200007,47963925
"2019-07-22T00:00:00.000Z","XBTZ19",10957,11029,10504,10800.5,19446,40500081,10757.315,730,376518067155,3765.1806715500024,40500081
"2019-07-23T00:00:00.000Z","XBTZ19",10800.5,10908,10205.5,10505,22119,45102325,10552.9759,262,427396255619,4273.962556190003,45102325
"2019-07-24T00:00:00.000Z","XBTZ19",10505,10504.5,9994.5,10038.5,25704,45673615,10204.0816,1,447617208178,4476.17208178,45673615
"2019-07-25T00:00:00.000Z","XBTZ19",10038.5,10107.5,9657.5,9950,22937,40818589,9888.2626,40,412808301290,4128.083012900004,40818589
"2019-07-26T00:00:00.000Z","XBTZ19",9950,10387,9917.5,10074.5,18732,35362186,10213.4613,352,346253351299,3462.5335129900004,35362186
