"timestamp","symbol","open","high","low","close","trades","volume","vwap","lastSize","turnover","homeNotional","foreignNotional"
"2019-09-13T09:00:00.000Z","XBTH20",10854,10854,10545,10748,106,259857,10743.4465,195,2418944715,24.189447150000003,259857
"2019-09-13T10:00:00.000Z","XBTH20",10748,10770,10740,10759,72,263252,10755.0011,3000,2447963974,24.47963974,263252
"2019-09-13T11:00:00.000Z","XBTH20",10759,10770,10758,10758,88,234724,10765.4215,23,2180505141,21.805051409999997,234724
"2019-09-13T12:00:00.000Z","XBTH20",10758,10755.5,10740.5,10741,106,330981,10743.4465,440,3081099935,30.810999350000003,330981
"2019-09-13T13:00:00.000Z","XBTH20",10741,10754,10740.5,10749.5,70,208688,10743.4465,6500,1942611826,19.426118260000003,208688
"2019-09-13T14:00:00.000Z","XBTH20",10749.5,10749.5,10715,10715.5,171,714280,10731.9167,4500,6656346212,66.56346212,714280
"2019-09-13T15:00:00.000Z","XBTH20",10715.5,10715.5,10690,10694.5,98,246648,10698.6199,100,2305637171,23.05637171,246648
"2019-09-13T16:00:00.000Z","XBTH20",10694.5,10699,10694.5,10697,317,1556306,10697.4754,1960,14548849919,145.48849919,1556306
"2019-09-13T17:00:00.000Z","XBTH20",10697,10697.5,10668.5,10668.5,122,411056,10679.1969,1111,3849471039,38.494710389999995,411056
"2019-09-13T18:00:00.000Z","XBTH20",10668.5,10669,10585,10608.5,379,1470133,10612.3315,7777,13853743430,138.53743430000006,1470133
"2019-09-13T19:00:00.000Z","XBTH20",10608.5,10618,10581.5,10596.5,256,770004,10592.0983,100,7269665407,72.69665407,770004
"2019-09-13T20:00:00.000Z","XBTH20",10596.5,10596.5,10581,10590,103,562398,10585.371,1000,5312978611,53.12978611000001,562398
"2019-09-13T21:00:00.000Z","XBTH20",10590,10663,10543,10634,809,3072657,10597.7109,500,28995162355,289.9516235499999,3072657
"2019-09-13T22:00:00.000Z","XBTH20",10634,10659.5,10611,10659,410,1250288,10636.0349,6000,11755920327,117.55920327000001,1250288
"2019-09-13T23:00:00.000Z","XBTH20",10659,10660,10655.5,10658.5,115,378375,10659.8444,500,3549887869,35.498878690000005,378375
"2019-09-14T00:00:00.000Z","XBTH20",10658.5,10738,10648.5,10710.5,362,1556328,10682.6194,11,14569221934,145.69221933999998,1556328
"2019-09-14T01:00:00.000Z","XBTH20",10710.5,10715.5,10694.5,10697.5,258,345901,10710.0782,100,3229840391,32.29840391,345901
"2019-09-14T02:00:00.000Z","XBTH20",10697.5,10714.5,10697.5,10710,86,49264,10707.7846,172,460123832,4.601238320000001,49264
"2019-09-14T03:00:00.000Z","XBTH20",10710,10705.5,10670,10671.5,193,184739,10688.3283,5300,1728511086,17.28511086,184739
"2019-09-14T04:00:00.000Z","XBTH20",10671.5,10695,10670,10681.5,71,257397,10684.9022,400,2409099452,24.090994520000002,257397
"2019-09-14T05:00:00.000Z","XBTH20",10681.5,10684,10647.5,10661.5,121,212993,10663.2544,100,1997562993,19.97562993,212993
"2019-09-14T06:00:00.000Z","XBTH20",10661.5,10688.5,10660,10668,124,378778,10674.6371,1000,3548418341,35.48418341,378778
