"timestamp","symbol","open","high","low","close","trades","volume","vwap","lastSize","turnover","homeNotional","foreignNotional"
"2017-06-16T08:00:00.000Z","XBTU17",,,,,0,0,,,0,0,0
"2017-06-16T09:00:00.000Z","XBTU17",2850,2850,2492,2492,98,313866,2570.4958,5000,12210393282,122.10393282,313866
"2017-06-16T10:00:00.000Z","XBTU17",2492,2576.2,2500,2570,77,166563,2544.2703,2500,6546666782,65.46666782,166563
"2017-06-16T11:00:00.000Z","XBTU17",2570,2580,2550,2580,34,47497,2570.2316,4659,1847968967,18.47968967,47497
"2017-06-16T12:00:00.000Z","XBTU17",2580,2582.4,2499,2510.9,173,386911,2532.479,41,15278077653,152.78077652999997,386911
"2017-06-16T13:00:00.000Z","XBTU17",2510.9,2541,2470,2470,168,294508,2497.8144,20000,11790754572,117.90754572000002,294508
"2017-06-16T14:00:00.000Z","XBTU17",2470,2510,2437.4,2481.9,121,349082,2474.2676,42,14108672996,141.08672995999999,349082
"2017-06-16T15:00:00.000Z","XBTU17",2481.9,2518.7,2465.1,2500,68,81011,2500.8753,5000,3239328183,32.39328183,81011
"2017-06-16T16:00:00.000Z","XBTU17",2500,2509.9,2495,2495,21,1597,2499.75,900,63887842,0.63887842,1597
"2017-06-16T17:00:00.000Z","XBTU17",2495,2575,2499.9,2553.4,80,226539,2537.8778,1220,8926513339,89.26513339,226539
"2017-06-16T18:00:00.000Z","XBTU17",2553.4,2562,2530,2562,22,133942,2538.9088,739,5275619554,52.75619554,133942
"2017-06-16T19:00:00.000Z","XBTU17",2562,2552.3,2543.9,2543.9,10,14678,2549.1346,1000,575811922,5.758119220000001,14678
"2017-06-16T20:00:00.000Z","XBTU17",2543.9,2565,2527.1,2564.9,23,48169,2540.7795,957,1895838898,18.95838898,48169
"2017-06-16T21:00:00.000Z","XBTU17",2564.9,2574,2527.4,2538.6,145,58376,2558.8536,500,2281380704,22.81380704,58376
"2017-06-16T22:00:00.000Z","XBTU17",2538.6,2554.9,2527.1,2527.5,30,10845,2535.047,43,427806400,4.2780640000000005,10845
"2017-06-16T23:00:00.000Z","XBTU17",2527.5,2527.5,2485,2512.7,43,139772,2500.25,832,5590377967,55.903779670000006,139772
"2017-06-17T00:00:00.000Z","XBTU17",2512.7,2559.7,2506.8,2549.9,30,143486,2523.3409,1000,5686358331,56.86358331,143486
"2017-06-17T01:00:00.000Z","XBTU17",2549.9,2531,2497.5,2497.5,29,116707,2507.2711,2001,4654761150,46.547611499999995,116707
"2017-06-17T02:00:00.000Z","XBTU17",2497.5,2500,2470,2489.1,34,203203,2485.213,15000,8176486185,81.76486185,203203
"2017-06-17T03:00:00.000Z","XBTU17",2489.1,2481,2480,2481,3,2500,2480.9586,1250,100769250,1.0076924999999999,2500
"2017-06-17T04:00:00.000Z","XBTU17",2481,2527.1,2484.9,2527.1,11,26829,2511.9948,10000,1068057519,10.68057519,26829
"2017-06-17T05:00:00.000Z","XBTU17",2527.1,2562,2527.9,2560,71,309770,2546.538,10000,12164366457,121.64366457,309770
"2017-06-17T06:00:00.000Z","XBTU17",2560,2553.7,2537,2542.7,12,18280,2542.3298,1989,719033672,7.19033672,18280
"2017-06-17T07:00:00.000Z","XBTU17",2542.7,2566,2545.6,2555,23,97256,2560.6227,5000,3798230358,37.98230358000001,97256
"2017-06-17T08:00:00.000Z","XBTU17",2555,2554,2538,2538,75,193917,2546.6028,5000,7614750053,76.14750053000002,193917
"2017-06-17T09:00:00.000Z","XBTU17",2538,2558,2545,2558,24,72501,2551.7365,534,2841305859,28.41305859,72501
"2017-06-17T10:00:00.000Z","XBTU17",2558,2586.9,2556,2578.6,117,447319,2575.1294,15000,17370754678,173.70754678,447319
"2017-06-17T11:00:00.000Z","XBTU17",2578.6,2632,2577.3,2610,111,533104,2613.0128,6501,20401993172,204.01993172000002,533104
"2017-06-17T12:00:00.000Z","XBTU17",2610,2635,2610.3,2621,107,184608,2620.1331,1942,7045837795,70.45837794999998,184608
"2017-06-17T13:00:00.000Z","XBTU17",2621,2621,2608.5,2611.4,27,36118,2610.8979,45,1383372299,13.83372299,36118
